,郵遞區號,電腦局號,局名,電腦局名,局址,郵務電話,儲匯電話
,600005,005104-2,"嘉義站前郵局
嘉義站前郵局",嘉義4支,嘉義市西區中正路647號,(05)224-2021,
,600006,005105-6,"嘉義民權路郵局
嘉義民權路郵局",嘉義5支,嘉義市西區民權路467號,(05)227-3547,
,612013,005106-0,"太保郵局
太保郵局",嘉義6支,嘉義縣太保市春珠里春珠169-1號,(05)371-1040,
,600015,005107-3,"嘉義忠孝郵局
嘉義忠孝郵局",嘉義7支,嘉義市東區民權路208-1號,(05)278-3079,
,600074,005108-7,"嘉義北社郵局
嘉義北社郵局",嘉義8支,嘉義市西區北興街245號,(05)232-0200,
,608017,005109-1,"水上郵局
水上郵局",嘉義9支,嘉義縣水上鄉中興路356號,(05)268-2140,
,600072,005110-2005501-3,"嘉義玉山郵局
嘉義玉山郵局",嘉義10支,嘉義市西區中興路672號,(05)286-0153,
,608010,005111-6,"水上回歸郵局
水上回歸郵局",嘉義11支,嘉義縣水上鄉三和村新厝仔2之4號,(05)235-6840,
,600078,005112-0,"嘉義福全郵局
嘉義福全郵局",嘉義12支,嘉義市西區北港路55、57號,(05)233-4064,
,600013,005113-3,"嘉義東門郵局
嘉義東門郵局",嘉義13支,嘉義市東區中正路141號,(05)227-3549,
,602001,005114-7,"番路郵局
番路郵局",嘉義14支,嘉義縣番路鄉下坑村菜公店55號,(05)259-1105,
,600060,005115-1,"嘉義後湖郵局
嘉義後湖郵局",嘉義15支,嘉義市東區保建街30-5號,(05)277-1054,
,600026,005116-4,"嘉義興業路郵局
嘉義興業路郵局",嘉義16支,嘉義市東區興業東路12號(中油嘉義營業處內),(05)224-1450,
,600022,005117-8,"嘉義成功街郵局
嘉義成功街郵局",嘉義17支,嘉義市西區成功街112號,(05)228-7742,
,600040,005118-1,"嘉義彌陀郵局
嘉義彌陀郵局",嘉義18支,嘉義市東區彌陀路268號,(05)278-2918,
,600020,005119-5,"嘉義湖內郵局
嘉義湖內郵局",嘉義19支,嘉義市西區民生南路540號,(05)235-1175,
,600054,005120-7,"嘉義埤子頭郵局
嘉義埤子頭郵局",嘉義20支,嘉義市西區文化路456號,(05)232-3660,
,606013,005121-1,"中埔郵局
中埔郵局",嘉義21支,嘉義縣中埔鄉中埔村16鄰中埔167號,(05)253-1030,
,600355,005122-4,"嘉義大學郵局
嘉義大學郵局",嘉義22支,嘉義市東區學府路300號(嘉義大學內),(05)277-1612,
,606009,005123-8,"中埔後庄郵局
中埔後庄郵局",嘉義23支,嘉義縣中埔鄉和興村中華路889號,(05)239-4623,
,612004,005124-1,"太保南新郵局
太保南新郵局",嘉義24支,嘉義縣太保市北新里中山路1段470、472號,(05)237-2244,
,607041,005125-5,"大埔郵局
大埔郵局",嘉義25支,嘉義縣大埔鄉大埔村12鄰大埔262號之1,(05)252-1224,
,604008,005126-9,"竹崎郵局
竹崎郵局",嘉義26支,嘉義縣竹崎鄉中山路68號,(05)261-1042,
,604004,005127-2,"竹崎內埔郵局
竹崎內埔郵局",嘉義27支,嘉義縣竹崎鄉內埔村元興路127號,(05)254-1305,
,605001,005128-6,"阿里山郵局
阿里山郵局",嘉義28支,嘉義縣阿里山鄉中正村2鄰東阿里山53號,(05)267-9970,
,600061,005129-0,"嘉義林森郵局
嘉義林森郵局",嘉義29支,嘉義市東區林森東路488號,(05)276-6074,
,600033,005130-1,"嘉義興嘉郵局
嘉義興嘉郵局",嘉義30支,嘉義市西區南京路409號,(05)235-5047,
,612012,005131-5,"太保嘉太郵局
太保嘉太郵局",嘉義31支,嘉義縣太保市嘉太工業區中興路1號(嘉太工業區內),(05)238-1562,
,621002,005132-9005502-7,"民雄郵局
民雄郵局",嘉義32支,嘉義縣民雄鄉東榮村民族路17號,(05)226-2609,
,621018,005133-2,"民雄頭橋郵局
民雄頭橋郵局",嘉義33支,嘉義縣民雄鄉頭橋工業區工業一路2號(頭橋工業區內),(05)221-1075,
,621301,005134-6,"中正大學郵局
中正大學郵局",嘉義34支,嘉義縣民雄鄉三興村大學路1段168號,(05)272-0547,
,621016,005135-0,"民雄雙福郵局
民雄雙福郵局",嘉義35支,嘉義縣民雄鄉中山路7號(民雄工業區內),(05)221-9187,
,603004,005136-3,"梅山郵局
梅山郵局",嘉義36支,嘉義縣梅山鄉中山路109號,(05)262-1213,
,616009,005137-7,"新港郵局
新港郵局",嘉義37支,嘉義縣新港鄉宮前村中正路8號,(05)374-2130,
,615007,005139-4,"六腳蒜頭郵局
六腳蒜頭郵局",嘉義39支,嘉義縣六腳鄉蒜頭村9鄰蒜頭126之1號,(05)380-2029,
,613016,005140-6,"朴子長庚醫院郵局
朴子長庚醫院郵局",嘉義40支,嘉義縣朴子市嘉朴路西段8號1樓(長庚綜合醫學大樓1樓),(05)362-3947,
,624001,005141-0,"義竹郵局
義竹郵局",嘉義41支,嘉義縣義竹鄉仁里村11鄰義竹422-2號,(05)341-2049,
,625001,005142-3,"布袋郵局
布袋郵局",嘉義42支,嘉義縣布袋鎮九龍里入船路2號,(05)347-2050,
,625003,005143-7,"布袋過溝郵局
布袋過溝郵局",嘉義43支,嘉義縣布袋鎮中安里頂厝11號,(05)345-1401,
,625005,005144-1,"布袋大寮郵局
布袋大寮郵局",嘉義44支,嘉義縣布袋鎮東港里埔仔厝86號之1,(05)347-1860,
,625008,005145-4,"布袋新塭郵局
布袋新塭郵局",嘉義45支,嘉義縣布袋鎮復興里新塭24-17號,(05)343-2646,
,611001,005146-8,"鹿草郵局
鹿草郵局",嘉義46支,嘉義縣鹿草鄉西井村長壽路222號,(05)375-2007,
,613003,005147-1005503-1,"朴子郵局
朴子郵局",嘉義47支,嘉義縣朴子市光復路46號,(05)379-2130,
,613004,005148-5,"朴子海通路郵局
朴子海通路郵局",嘉義48支,嘉義縣朴子市永和里4-2號,(05)379-6291,
,614007,005149-9,"東石郵局
東石郵局",嘉義49支,嘉義縣東石鄉東石村13鄰東石34號,(05)373-2224,
,613016,005150-1,"朴子祥和郵局
朴子祥和郵局",嘉義50支,嘉義縣朴子市祥和二路西段6號,(05)362-0051,
,622002,005151-4,"大林郵局
大林郵局",嘉義51支,嘉義縣大林鎮平和街28-1號,(05)265-2107,
,604007,005152-8,"竹崎灣橋郵局
竹崎灣橋郵局",嘉義52支,嘉義縣竹崎鄉灣橋村五間厝3-1號,(05)279-0279,(05)279-0790
,600057,005153-1,"嘉義保安郵局
嘉義保安郵局",嘉義53支,嘉義市西區保安一路241號,(05)231-3810,
,623014,005154-5,"溪口郵局
溪口郵局",嘉義54支,嘉義縣溪口鄉中正路131號,(05)269-1132,
,622002,005155-9,"大林中山路郵局
大林中山路郵局",嘉義55支,嘉義縣大林鎮中山路232號,(05)265-2714,
,622011,005156-2,"大林大埔美郵局
大林大埔美郵局",嘉義56支,嘉義縣大林鎮大埔美園區三路99號(園區服務中心1樓),(05)295-2852,
,300191,006100-4006500-6,"新竹武昌街郵局
新竹武昌街郵局",新竹901支,新竹市東區北大路95號1樓,(03)521-5984,(03)525-0760
,300027,006101-8,"新竹東門郵局
新竹東門郵局",新竹1支,新竹市東區東門街51號,(03)522-9044,
,300044,006102-1,"清華大學郵局
清華大學郵局",新竹2支,新竹市東區光復路2段101號(清華大學第4綜合大樓),(03)571-7086,
,300195,006103-5,"新竹龍山西路郵局
新竹龍山西路郵局",新竹3支,新竹市東區龍山西路99號,(03)533-0441,
,300011,006104-9,"新竹光華街郵局
新竹光華街郵局",新竹4支,新竹市北區光華北街87號,(03)533-0945,
,300112,006105-2,"新竹內湖路郵局
新竹內湖路郵局",新竹5支,新竹市香山區內湖路68號,(03)537-4709,
,300024,006106-6,"新竹英明街郵局
新竹英明街郵局",新竹6支,新竹市北區英明街10號,(03)523-8365,
,300049,006107-0006501-0,"新竹關東橋郵局
新竹關東橋郵局",新竹7支,新竹市東區光復路1段313號,(03)577-2024,
,300077,006108-3,"新竹樹林頭郵局
新竹樹林頭郵局",新竹8支,新竹市北區東大路2段449號,(03)531-0204,
,300193,006109-7,"新竹學府路郵局
新竹學府路郵局",新竹9支,新竹市東區學府路128號,(03)571-8304,
,300076,006110-9,"新竹西門郵局
新竹西門郵局",新竹10支,新竹市北區北大路471號,(03)522-6574,
,300060,006111-2,"新竹牛埔郵局
新竹牛埔郵局",新竹11支,新竹市香山區牛埔南路42號,(03)538-0214,
,308001,006113-0,"寶山郵局
寶山郵局",新竹13支,新竹縣寶山鄉雙園路2段349號,(03)520-2268,
,300015,006114-3,"新竹文雅郵局
新竹文雅郵局",新竹14支,新竹市北區竹光路218號,(03)542-5157,
,300081,006115-7,"新竹西大路郵局
新竹西大路郵局",新竹15支,新竹市東區南大路428號,(03)524-3634,
,300191,006116-1,"新竹民主路郵局
新竹民主路郵局",新竹16支,新竹市東區民主路18號,(03)532-5070,
,300041,006117-4,"新竹東園郵局
新竹東園郵局",新竹17支,新竹市東區忠孝路434巷3號,(03)526-3320,
,300064,006118-8,"新竹南寮郵局
新竹南寮郵局",新竹18支,新竹市北區西濱路1段480號,(03)536-2225,
,300091,006119-1,"新竹科學園郵局
新竹科學園郵局",新竹19支,新竹市東區科學園區工業東二路2-1號,(03)578-3898,(03)577-2944
,300109,006120-3,"新竹三姓橋郵局
新竹三姓橋郵局",新竹20支,新竹市香山區中華路5段53號,(03)538-3031,
,300035,006121-7,"新竹南大路郵局
新竹南大路郵局",新竹21支,新竹市東區南大路621號,(03)525-7104,
,300007,006122-1,"新竹民生路郵局
新竹民生路郵局",新竹22支,新竹市東區民生路243號,(03)532-0020,
,300016,006123-4,"新竹經國路郵局
新竹經國路郵局",新竹23支,新竹市北區經國路2段56號1樓,(03)533-5063,
,300043,006124-8006502-3,"新竹建中郵局
新竹建中郵局",新竹24支,新竹市東區建中一路8號,(03)572-0704,
,300093,006125-1,"新竹陽明交大郵局
新竹陽明交大郵局",新竹25支,新竹市東區大學路1001號(陽明交通大學中正堂),(03)572-1274,
,300015,006126-5,"新竹南勢郵局
新竹南勢郵局",新竹26支,新竹市北區竹光路500號,(03)525-9463,
,305045,006127-9006503-7,"新埔郵局
新埔郵局",新竹27支,新竹縣新埔鎮中正路210號,(03)588-2134,
,305045,006128-2,"新埔中正郵局
新埔中正郵局",新竹28支,新竹縣新埔鎮中正路411號,(03)588-2644,
,302052,006129-6,"竹北嘉豐郵局
竹北嘉豐郵局",新竹29支,新竹縣竹北市福興東路二段138號,(03)550-9603,
,306001,006130-8006504-1,"關西郵局
關西郵局",新竹30支,新竹縣關西鎮正義路86號,(03)587-2147,
,300096,006132-5,"寶山大崎郵局
寶山大崎郵局",新竹32支,新竹縣寶山鄉大崎村園區三路103號,(03)563-8152,
,302011,006133-9006505-4,"竹北郵局
竹北郵局",新竹33支,新竹縣竹北市中正西路60號,(03)555-2207,
,302001,006134-2,"竹北中山郵局
竹北中山郵局",新竹34支,新竹縣竹北市中正東路42號,(03)552-9137,
,302045,006135-6,"竹北博愛郵局
竹北博愛郵局",新竹35支,新竹縣竹北市博愛街390號,(03)551-5848,
,302058,006136-0,"竹北六家郵局
竹北六家郵局",新竹36支,新竹縣竹北市嘉興路457號,(03)550-2090,
,302099,006137-3,"竹北光明郵局
竹北光明郵局",新竹37支,新竹縣竹北市縣政九路138號,(03)551-4198,
,303032,006138-7006506-8,"湖口郵局
湖口郵局",新竹38支,新竹縣湖口鄉忠孝路26號,(03)599-2036,(03)590-5814
,304108,006140-2006507-1,"新豐郵局
新豐郵局",新竹40支,新竹縣新豐鄉振興街12號,(03)559-3544,
,300110,006141-6,"中華大學郵局
中華大學郵局",新竹41支,新竹市香山區五褔路2段707號(中華大學行政大樓3樓),(03)537-7034,
,303102,006142-0,"湖口鳳凰郵局
湖口鳳凰郵局",新竹42支,新竹縣湖口鄉勝利路2段90-1號,(03)598-2403,
,304033,006143-3,"新豐山崎郵局
新豐山崎郵局",新竹43支,新竹縣新豐鄉泰安街26號,(03)559-3914,
,303106,006144-7,"湖口新工郵局
湖口新工郵局",新竹44支,新竹縣湖口鄉大勇路6號,(03)598-1274,
,302050,006145-1,"竹北成功郵局
竹北成功郵局",新竹45支,新竹縣竹北市成功八路166、168號,(03)667-0881,
,303119,006146-4,"湖口德盛郵局
湖口德盛郵局",新竹46支,新竹縣湖口鄉成功路100號,(03)590-0094,
,310007,006147-8006508-5,"竹東郵局
竹東郵局",新竹47支,新竹縣竹東鎮東林路128號,(03)596-2892,(03)596-1251
,307002,006148-1,"芎林郵局
芎林郵局",新竹48支,新竹縣芎林鄉文衡路426號,(03)592-2849,
,312002,006149-5,"橫山郵局
橫山郵局",新竹49支,新竹縣橫山鄉新興村新興街137號,(03)593-2951,
,312003,006150-7,"橫山內灣郵局
橫山內灣郵局",新竹50支,新竹縣橫山鄉內灣村中正路311號,(03)584-9174,
,311201,006151-1,"五峰郵局
五峰郵局",新竹51支,新竹縣五峰鄉大隘村6鄰五峰95號,(03)585-1103,
,310006,006152-4,"竹東下公館郵局
竹東下公館郵局",新竹52支,新竹縣竹東鎮東寧路1段77號,(03)596-5516,
,313001,006153-8,"尖石郵局
尖石郵局",新竹53支,新竹縣尖石鄉嘉樂村2鄰麥樹仁46號,(03)584-1274,
,310016,006154-1,"竹東二重埔郵局
竹東二重埔郵局",新竹54支,新竹縣竹東鎮中興路3段97號,(03)582-1136,
,310007,006155-5,"竹東長春郵局
竹東長春郵局",新竹55支,新竹縣竹東鎮長春路2段60號,(03)595-6993,
,310401,006156-9,"竹東工研院郵局
竹東工研院郵局",新竹56支,新竹縣竹東鎮中興路4段195號(工研院中興院區內),(03)591-6084,
,314299,006157-2,"北埔郵局
北埔郵局",新竹57支,新竹縣北埔鄉長興街1號,(03)580-2261,
,315299,006158-6,"峨眉郵局
峨眉郵局",新竹58支,新竹縣峨眉鄉成功街26號,(03)580-0284,
,900006,007100-1007500-2,"屏東民生路郵局
屏東民生路郵局",屏東901支,屏東縣屏東市民生路250號,(08)732-3310,
,900001,007102-8,"屏東林森路郵局
屏東林森路郵局",屏東2支,屏東縣屏東市林森路30-5號,(08)722-5848,
,900013,007104-5,"屏東北平路郵局
屏東北平路郵局",屏東4支,屏東縣屏東市北平路26號,(08)732-6608,
,900403,007105-9,"屏東崇蘭郵局
屏東崇蘭郵局",屏東5支,屏東縣屏東市廣東路990號,(08)733-0072,
,912006,007106-2,"內埔水門郵局
內埔水門郵局",屏東6支,屏東縣內埔鄉水門村成功路37號,(08)799-1145,
,900012,007107-6,"屏東大埔郵局
屏東大埔郵局",屏東7支,屏東縣屏東市民族路182-2號,(08)732-6609,
,909142,007108-0,"麟洛郵局
麟洛郵局",屏東8支,屏東縣麟洛鄉麟蹄村中山路292號,(08)722-2712,
,900005,007109-3,"屏東歸來郵局
屏東歸來郵局",屏東9支,屏東縣屏東市民生路61-7號,(08)722-4840,
,908128,007110-5,"長治郵局
長治郵局",屏東10支,屏東縣長治鄉進興村復興路68號,(08)736-8580,
,907101,007111-9,"鹽埔郵局
鹽埔郵局",屏東11支,屏東縣鹽埔鄉新二村彭厝路39號,(08)793-2247,
,901002,007112-2,"三地門郵局
三地門郵局",屏東12支,屏東縣三地門鄉三地村行政街3號,(08)799-1540,
,902003,007113-6,"霧台郵局
霧台郵局",屏東13支,屏東縣霧臺鄉霧台村中山巷66號,(08)790-2256,
,903001,007114-0,"瑪家郵局
瑪家郵局",屏東14支,屏東縣瑪家鄉涼山村2鄰涼山22之1號,(08)799-1543,
,900044,007115-3,"屏東永安郵局
屏東永安郵局",屏東15支,屏東縣屏東市棒球路57號1樓,(08)753-5942,
,900062,007116-7,"屏東海豐郵局
屏東海豐郵局",屏東16支,屏東縣屏東市海豐街36-4號,(08)736-7224,
,900048,007117-1,"屏東公館郵局
屏東公館郵局",屏東17支,屏東縣屏東市龍華路18號,(08)752-2521,
,900013,007118-4,"屏東中正路郵局
屏東中正路郵局",屏東18支,屏東縣屏東市中正路247號,(08)732-7905,
,900034,007119-8,"屏東廣東路郵局
屏東廣東路郵局",屏東19支,屏東縣屏東市廣東路458-5號,(08)737-5450,
,900067,007120-0,"屏東勝利路郵局
屏東勝利路郵局",屏東20支,屏東縣屏東市勝利路123號,(08)765-3774,
,900008,007121-3,"屏東六塊厝郵局
屏東六塊厝郵局",屏東21支,屏東縣屏東市光復路304號,(08)765-4356,
,900011,007122-7,"屏東厚生郵局
屏東厚生郵局",屏東22支,屏東縣屏東市建國路182號,(08)752-2841,
,908121,007123-1,"長治繁華郵局
長治繁華郵局",屏東23支,屏東縣長治鄉繁華村水源路90-1號,(08)762-2984,
,900045,007124-4,"屏東頭前溪郵局
屏東頭前溪郵局",屏東24支,屏東縣屏東市清進路559號,(08)752-0804,
,905006,007126-1,"里港郵局
里港郵局",屏東26支,屏東縣里港鄉春林村中山南路40號,(08)775-2057,
,905004,007127-5,"里港三和路郵局
里港三和路郵局",屏東27支,屏東縣里港鄉三廍村三和路127之1號,(08)773-2163,
,906006,007128-9,"高樹郵局
高樹郵局",屏東28支,屏東縣高樹鄉高樹村興中路327號,(08)796-2054,
,851001,007129-2,"茂林郵局
茂林郵局",屏東29支,高雄市茂林區茂林里1鄰茂林巷8之3號,(07)680-1156,
,913001,007130-4,"萬丹郵局
萬丹郵局",屏東30支,屏東縣萬丹鄉萬全村萬丹路1段402號,(08)777-2251,
,904007,007131-8,"九如郵局
九如郵局",屏東31支,屏東縣九如鄉東寧路190號,(08)739-2914,
,907104,007132-1,"鹽埔鹽中郵局
鹽埔鹽中郵局",屏東32支,屏東縣鹽埔鄉鹽中村勝利路81-2號,(08)793-5572,
,912007,007133-5,"內埔郵局
內埔郵局",屏東33支,屏東縣內埔鄉內埔村文化路277號,(08)779-2054,
,912011,007134-9,"內埔龍泉郵局
內埔龍泉郵局",屏東34支,屏東縣內埔鄉龍潭村昭勝路265號,(08)770-1221,
,912016,007135-2,"內埔豐田郵局
內埔豐田郵局",屏東35支,屏東縣內埔鄉豐田村中正路310號,(08)778-2229,
,912011,007136-6,"內埔建興郵局
內埔建興郵局",屏東36支,屏東縣內埔鄉建興村建興路100號(屏東榮家內),(08)770-2444,
,912301,007137-0,"內埔學府郵局
內埔學府郵局",屏東37支,屏東縣內埔鄉老埤村學府路1號(屏東科技大學內),(08)770-0625,
,913010,007138-3,"萬丹社皮郵局
萬丹社皮郵局",屏東38支,屏東縣萬丹鄉社皮村大昌路471號,(08)707-6110,
,940003,007139-7,"枋寮郵局
枋寮郵局",屏東39支,屏東縣枋寮鄉中山路194號,(08)878-2130,(08)878-5983
,940001,007140-9,"枋寮水底寮郵局
枋寮水底寮郵局",屏東40支,屏東縣枋寮鄉中山路二段256號,(08)871-2359,
,941011,007141-2,"枋山郵局
枋山郵局",屏東41支,屏東縣枋山鄉楓港村18鄰舊庄47號,(08)877-1219,
,942009,007142-6,"春日郵局
春日郵局",屏東42支,屏東縣春日鄉春日路13號,(08)878-6375,
,946002,007143-0,"恆春郵局
恆春郵局",屏東43支,屏東縣恆春鎮恆西路1巷32號,(08)889-8053,(08)889-2194
,946004,007145-7,"恆春墾丁郵局
恆春墾丁郵局",屏東45支,屏東縣恆春鎮墾丁路2號1樓,(08)886-1455,
,946002,007146-1,"恆春南門郵局
恆春南門郵局",屏東46支,屏東縣恆春鎮中正路51號,(08)889-9190,
,944013,007147-4,"車城郵局
車城郵局",屏東47支,屏東縣車城鄉福興村中山路54號,(08)882-1046,
,945012,007148-8,"牡丹郵局
牡丹郵局",屏東48支,屏東縣牡丹鄉石門村石門路31-3號,(08)883-1050,
,947017,007149-1,"滿州郵局
滿州郵局",屏東49支,屏東縣滿州鄉中山路25號,(08)880-1110,
,920002,007150-3,"潮州郵局
潮州郵局",屏東50支,屏東縣潮州鎮光春路13號,(08)788-4650,(08)788-2146
,920005,007151-7,"潮州新生路郵局
潮州新生路郵局",屏東51支,屏東縣潮州鎮新生路115號,(08)788-2934,
,923015,007152-1,"萬巒郵局
萬巒郵局",屏東52支,屏東縣萬巒鄉萬和村中正路10號,(08)781-2784,
,921021,007153-4,"泰武郵局
泰武郵局",屏東53支,屏東縣泰武鄉佳平村佳平巷102號,(08)783-2817,
,922020,007154-8,"來義郵局
來義郵局",屏東54支,屏東縣來義鄉古樓村中正路6號,(08)785-0064,
,920005,007155-1,"潮州南進路郵局
潮州南進路郵局",屏東55支,屏東縣潮州鎮長興路1-13、1-15號,(08)788-0525,
,926001,007156-5,"南州郵局
南州郵局",屏東56支,屏東縣南州鄉仁里村三民路9號,(08)864-2096,
,924004,007157-9,"崁頂郵局
崁頂郵局",屏東57支,屏東縣崁頂鄉崁頂村中正路220號,(08)863-1116,
,911164,007158-2,"竹田郵局
竹田郵局",屏東58支,屏東縣竹田鄉竹田村中山路28號,(08)771-2347,
,911162,007159-6,"竹田西勢郵局
竹田西勢郵局",屏東59支,屏東縣竹田鄉西勢村光明路12-1號,(08)779-7644,
,925022,007160-8,"新埤郵局
新埤郵局",屏東60支,屏東縣新埤鄉新埤村新華路123號,(08)797-1013,
,927001,007161-1,"林邊郵局
林邊郵局",屏東61支,屏東縣林邊鄉中林村中山路116號,(08)875-2152,
,931006,007162-5,"佳冬郵局
佳冬郵局",屏東62支,屏東縣佳冬鄉佳冬村佳和路86號,(08)866-2047,
,928001,007163-9,"東港中正路郵局
東港中正路郵局",屏東63支,屏東縣東港鎮頂新里中正路183號,(08)833-6257,(08)832-2140
,928007,007164-2,"東港郵局
東港郵局",屏東64支,屏東縣東港鎮光復路一段293號,(08)832-9468,
,932018,007165-6,"新園郵局
新園郵局",屏東65支,屏東縣新園鄉仙吉村仙吉路40號,(08)868-1047,
,932015,007166-0,"新園烏龍郵局
新園烏龍郵局",屏東66支,屏東縣新園鄉中洲村南興路106號,(08)832-9373,
,929001,007167-3,"琉球郵局
琉球郵局",屏東67支,屏東縣琉球鄉本福村中山路105號,(08)861-2507,
,500046,008100-7008500-9,"彰化中央路郵局
彰化中央路郵局",彰化901支,彰化縣彰化市中央路270號,(04)761-6690-229,(04)761-6690
,508018,008101-1008502-6,"和美郵局
和美郵局",彰化1支,彰化縣和美鎮彰美路五段331號,(04)755-2223,(04)755-4650
,503009,008102-4008503-0,"花壇郵局
花壇郵局",彰化2支,彰化縣花壇鄉中正路316號,(04)787-4640,(04)786-2049
,500017,008103-8,"彰化府前郵局
彰化府前郵局",彰化3支,彰化縣彰化市中山路二段377號,(04)722-7883,
,500004,008104-1,"彰化市仔尾郵局
彰化市仔尾郵局",彰化4支,彰化縣彰化市中正路一段214號,(04)722-9924,
,500022,008105-5,"彰化過溝仔郵局
彰化過溝仔郵局",彰化5支,彰化縣彰化市彰美路一段166號,(04)723-5319,
,502001,008106-9,"芬園郵局
芬園郵局",彰化6支,彰化縣芬園鄉芬草路二段225號,(049)252-2517,
,500006,008107-2,"彰化西門郵局
彰化西門郵局",彰化7支,彰化縣彰化市中華路369號,(04)722-1128,
,507003,008108-6,"線西郵局
線西郵局",彰化8支,彰化縣線西鄉和線路949號,(04)758-5624,
,500035,008109-0,"彰化台化郵局
彰化台化郵局",彰化9支,彰化縣彰化市中山路三段359號,(04)723-8021,
,508019,008110-1,"和美中寮郵局
和美中寮郵局",彰化10支,彰化縣和美鎮彰新路三段123、125號,(04)735-3397,
,500009,008111-5,"彰化南瑤郵局
彰化南瑤郵局",彰化11支,彰化縣彰化市中山路二段49號,(04)723-6849,
,500052,008112-9,"彰化中庄仔郵局
彰化中庄仔郵局",彰化12支,彰化縣彰化市彰南路一段115號,(04)732-1905,
,500054,008113-2,"彰化南郭郵局
彰化南郭郵局",彰化13支,彰化縣彰化市介壽北路88號,(04)711-4541,
,500207,008114-6,"彰化師大郵局
彰化師大郵局",彰化14支,彰化縣彰化市進德路1號(彰化師範大學進德校區內),(04)725-5700,
,500031,008115-0,"彰化莿桐腳郵局
彰化莿桐腳郵局",彰化15支,彰化縣彰化市彰水路35-7號,(04)752-4746,
,504001,008117-7,"秀水郵局
秀水郵局",彰化17支,彰化縣秀水鄉彰水路二段583號,(04)769-2024,
,509011,008118-1,"伸港郵局
伸港郵局",彰化18支,彰化縣伸港鄉中山路100號,(04)798-2139,
,500008,008119-4,"彰化曉陽郵局
彰化曉陽郵局",彰化19支,彰化縣彰化市民族路267號,(04)723-6215,
,500021,008120-6,"彰化永安街郵局
彰化永安街郵局",彰化20支,彰化縣彰化市永安街198號,(04)724-8790,
,500047,008121-0,"彰化大竹郵局
彰化大竹郵局",彰化21支,彰化縣彰化市彰南路二段209號,(04)738-6609,
,509004,008122-3,"伸港全興郵局
伸港全興郵局",彰化22支,彰化縣伸港鄉興工路67號(全興工業區服務中心內),(04)799-0818,
,500006,008123-7008504-3,"彰化光復路郵局
彰化光復路郵局",彰化23支,彰化縣彰化市和平路55號,(04)722-1130,
,514013,008124-1008505-7,"溪湖郵局
溪湖郵局",彰化24支,彰化縣溪湖鎮彰水路三段430號,(04)885-2142,
,516018,008125-4,"埔鹽郵局
埔鹽郵局",彰化25支,彰化縣埔鹽鄉彰水路二段100號,(04)865-9430,
,514010,008126-8,"溪湖湖西郵局
溪湖湖西郵局",彰化26支,彰化縣溪湖鎮大公路34號,(04)881-0642,
,505024,008127-1008506-1,"鹿港郵局
鹿港郵局",彰化27支,彰化縣鹿港鎮成功路1號,(04)778-0162,(04)777-2044
,506017,008128-5,"福興郵局
福興郵局",彰化28支,彰化縣福興鄉員鹿路二段184號,(04)777-5418,
,505022,008129-9,"鹿港頂番郵局
鹿港頂番郵局",彰化29支,彰化縣鹿港鎮鹿和路四段147號,(04)771-1673,
,505023,008130-1,"鹿港彰濱郵局
鹿港彰濱郵局",彰化30支,彰化縣鹿港鎮鹿草路一段449號,(04)777-0958,
,506027,008131-4,"福興福工郵局
福興福工郵局",彰化31支,彰化縣福興鄉福工路1號(福興工業區服務中心內),(04)769-6145,
,505001,008132-8,"鹿港草港郵局
鹿港草港郵局",彰化32支,彰化縣鹿港鎮頂草路四段406號,(04)771-2983,
,521032,008133-1008507-4,"北斗郵局
北斗郵局",彰化33支,彰化縣北斗鎮光復路226號,(04)888-2047,(04)887-0468
,523033,008134-5,"埤頭郵局
埤頭郵局",彰化34支,彰化縣埤頭鄉斗苑西路187號,(04)892-2044,
,522053,008135-9,"田尾郵局
田尾郵局",彰化35支,彰化縣田尾鄉光復路三段26號,(04)883-2425,
,523009,008136-2,"埤頭路口厝郵局
埤頭路口厝郵局",彰化36支,彰化縣埤頭鄉溪林路273號,(04)889-3404,
,524006,008137-6,"溪州郵局
溪州郵局",彰化37支,彰化縣溪州鄉中央路三段321號,(04)889-5039,
,526019,008138-0008508-8,"二林郵局
二林郵局",彰化38支,彰化縣二林鎮仁愛路707號,(04)896-4284,(04)896-0081
,527002,008139-3,"大城郵局
大城郵局",彰化39支,彰化縣大城鄉北平路35號,(04)894-1038,
,528014,008140-5,"芳苑郵局
芳苑郵局",彰化40支,彰化縣芳苑鄉斗苑路芳苑段231號,(04)898-3137,
,525001,008141-9,"竹塘郵局
竹塘郵局",彰化41支,彰化縣竹塘鄉竹林路一段366號,(04)897-2004,
,526007,008142-2,"二林萬興郵局
二林萬興郵局",彰化42支,彰化縣二林鎮二溪路六段290號,(04)868-2582,
,528010,008143-6,"芳苑王功郵局
芳苑王功郵局",彰化43支,彰化縣芳苑鄉芳漢路王功段300、302號,(04)893-6308,
,528008,008144-0,"芳苑草湖郵局
芳苑草湖郵局",彰化44支,彰化縣芳苑鄉建平村二溪路草二段462號,(04)886-1787,
,510004,008145-3008501-2,"員林郵局
員林郵局",彰化45支,彰化縣員林市員東路二段490號,(04)832-4541-18,(04)832-4541-12
,515009,008146-7,"大村郵局
大村郵局",彰化46支,彰化縣大村鄉大溪路2號,(04)852-2774,
,513011,008147-1,"埔心郵局
埔心郵局",彰化47支,彰化縣埔心鄉忠義北路70號,(04)829-1748,
